http://yowyob.org/service_onto.owl#service_family_3,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_4,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_5,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_6,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_7,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_8,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_9,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_10,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_11,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_12,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_13,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_14,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_15,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
http://yowyob.org/service_onto.owl#service_family_16,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://yowyob.org/service_onto.owl#service_family_1
